"","Draudėjo.kodas..code.","Juridinių.asmenų.registro.kodas..jarCode.","Pavadinimas..name.","Savivaldybė..kurioje.registruota.municipality.","Ekonominės.veiklos.rūšies.kodas.ecoActCode.","Ekonominės.veiklos.rūšies.pavadinimas.ecoActName.","Mėnuo..month.","Vidutinis.darbo.užmokestis..avgWage.","Apdraustųjų.skaičius..numInsured.","Vidutinis.darbo.užmokestis.II..avgWage2.","Apdraustųjų.skaičius.II..numInsured2.","Valstybinio.socialinio.draudimo.įmoka..tax."
"1",58300,110185776,"UŽDAROJI AKCINĖ BENDROVĖ VALKOR ENTERPRISES","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202301,"1360.33",5,"",0,"1503.55"
"2",58300,110185776,"UŽDAROJI AKCINĖ BENDROVĖ VALKOR ENTERPRISES","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202302,"1544.97",5,"",0,"1716.87"
"3",58300,110185776,"UŽDAROJI AKCINĖ BENDROVĖ VALKOR ENTERPRISES","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202303,"1900.52",4,"",0,"1694.97"
"4",58300,110185776,"UŽDAROJI AKCINĖ BENDROVĖ VALKOR ENTERPRISES","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202304,"2119.78",4,"",0,"1901.61"
"5",58300,110185776,"UŽDAROJI AKCINĖ BENDROVĖ VALKOR ENTERPRISES","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202305,"1889.78",5,"",0,"2106.24"
"6",58300,110185776,"UŽDAROJI AKCINĖ BENDROVĖ VALKOR ENTERPRISES","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202306,"1864.60",5,"",0,"2079.30"
"7",58300,110185776,"UŽDAROJI AKCINĖ BENDROVĖ VALKOR ENTERPRISES","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202307,"1945.60",5,"",0,"2173.97"
"8",58300,110185776,"UŽDAROJI AKCINĖ BENDROVĖ VALKOR ENTERPRISES","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202308,"1873.22",5,"",0,"2094.68"
"9",58300,110185776,"UŽDAROJI AKCINĖ BENDROVĖ VALKOR ENTERPRISES","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202309,"1907.10",5,"",0,"2123.27"
"10",58300,110185776,"UŽDAROJI AKCINĖ BENDROVĖ VALKOR ENTERPRISES","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202310,"1592.20",5,"",0,"1773.25"
"11",58300,110185776,"UŽDAROJI AKCINĖ BENDROVĖ VALKOR ENTERPRISES","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202311,"1418.80",5,"",0,"1574.73"
"12",58300,110185776,"UŽDAROJI AKCINĖ BENDROVĖ VALKOR ENTERPRISES","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202312,"1316.87",5,"",0,"1471.15"
"13",48186,110343945,"UŽDAROJI AKCINĖ BENDROVĖ MANONAS","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202301,"",2,"",0,""
"14",48186,110343945,"UŽDAROJI AKCINĖ BENDROVĖ MANONAS","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202302,"",2,"",0,""
"15",48186,110343945,"UŽDAROJI AKCINĖ BENDROVĖ MANONAS","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202303,"",1,"",0,""
"16",48186,110343945,"UŽDAROJI AKCINĖ BENDROVĖ MANONAS","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202304,"",1,"",0,""
"17",48186,110343945,"UŽDAROJI AKCINĖ BENDROVĖ MANONAS","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202305,"",1,"",0,""
"18",48186,110343945,"UŽDAROJI AKCINĖ BENDROVĖ MANONAS","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202306,"",1,"",0,""
"19",48186,110343945,"UŽDAROJI AKCINĖ BENDROVĖ MANONAS","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202307,"",1,"",0,""
"20",48186,110343945,"UŽDAROJI AKCINĖ BENDROVĖ MANONAS","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202308,"",1,"",0,""
"21",48186,110343945,"UŽDAROJI AKCINĖ BENDROVĖ MANONAS","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202309,"",1,"",0,""
"22",48186,110343945,"UŽDAROJI AKCINĖ BENDROVĖ MANONAS","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202310,"",1,"",0,""
"23",48186,110343945,"UŽDAROJI AKCINĖ BENDROVĖ MANONAS","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202311,"",1,"",0,""
"24",48186,110343945,"UŽDAROJI AKCINĖ BENDROVĖ MANONAS","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202312,"",1,"",0,""
"25",55217,110359216,"BENDRA LIETUVOS IR LENKIJOS ĮMONĖ UŽDAROJI AKCINĖ BENDROVĖ ""TESSALVE""","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202301,"",2,"",0,""
"26",55217,110359216,"BENDRA LIETUVOS IR LENKIJOS ĮMONĖ UŽDAROJI AKCINĖ BENDROVĖ ""TESSALVE""","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202302,"",2,"",0,""
"27",55217,110359216,"BENDRA LIETUVOS IR LENKIJOS ĮMONĖ UŽDAROJI AKCINĖ BENDROVĖ ""TESSALVE""","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202303,"",2,"",0,""
"28",55217,110359216,"BENDRA LIETUVOS IR LENKIJOS ĮMONĖ UŽDAROJI AKCINĖ BENDROVĖ ""TESSALVE""","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202304,"",2,"",0,""
"29",55217,110359216,"BENDRA LIETUVOS IR LENKIJOS ĮMONĖ UŽDAROJI AKCINĖ BENDROVĖ ""TESSALVE""","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202305,"",2,"",0,""
"30",78345,110558691,"BENDRA LIETUVOS-DANIJOS ĮMONĖ UŽDAROJI AKCINĖ BENDROVĖ SANIDĖJŲ CENTRAS","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202301,"2061.80",5,"",0,"2316.62"
"31",78345,110558691,"BENDRA LIETUVOS-DANIJOS ĮMONĖ UŽDAROJI AKCINĖ BENDROVĖ SANIDĖJŲ CENTRAS","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202302,"2061.80",5,"",0,"2316.62"
"32",78345,110558691,"BENDRA LIETUVOS-DANIJOS ĮMONĖ UŽDAROJI AKCINĖ BENDROVĖ SANIDĖJŲ CENTRAS","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202303,"2390.15",5,"",0,"2667.36"
"33",78345,110558691,"BENDRA LIETUVOS-DANIJOS ĮMONĖ UŽDAROJI AKCINĖ BENDROVĖ SANIDĖJŲ CENTRAS","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202304,"2048.44",5,"",0,"2302.42"
"34",78345,110558691,"BENDRA LIETUVOS-DANIJOS ĮMONĖ UŽDAROJI AKCINĖ BENDROVĖ SANIDĖJŲ CENTRAS","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202305,"2074.42",5,"",0,"2331.43"
"35",78345,110558691,"BENDRA LIETUVOS-DANIJOS ĮMONĖ UŽDAROJI AKCINĖ BENDROVĖ SANIDĖJŲ CENTRAS","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202306,"2070.15",5,"",0,"2325.50"
"36",78345,110558691,"BENDRA LIETUVOS-DANIJOS ĮMONĖ UŽDAROJI AKCINĖ BENDROVĖ SANIDĖJŲ CENTRAS","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202307,"2048.18",5,"",0,"2302.15"
"37",78345,110558691,"BENDRA LIETUVOS-DANIJOS ĮMONĖ UŽDAROJI AKCINĖ BENDROVĖ SANIDĖJŲ CENTRAS","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202308,"2079.00",5,"",0,"2336.04"
"38",78345,110558691,"BENDRA LIETUVOS-DANIJOS ĮMONĖ UŽDAROJI AKCINĖ BENDROVĖ SANIDĖJŲ CENTRAS","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202309,"3437.29",5,"",0,"3831.07"
"39",78345,110558691,"BENDRA LIETUVOS-DANIJOS ĮMONĖ UŽDAROJI AKCINĖ BENDROVĖ SANIDĖJŲ CENTRAS","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202310,"2066.42",5,"",0,"2322.22"
"40",78345,110558691,"BENDRA LIETUVOS-DANIJOS ĮMONĖ UŽDAROJI AKCINĖ BENDROVĖ SANIDĖJŲ CENTRAS","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202311,"2061.80",5,"",0,"2316.62"
"41",78345,110558691,"BENDRA LIETUVOS-DANIJOS ĮMONĖ UŽDAROJI AKCINĖ BENDROVĖ SANIDĖJŲ CENTRAS","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202312,"2031.07",5,"",0,"2282.12"
"42",453946,110665138,"LIETUVOS IR UKRAINOS UŽDAROJI AKCINĖ BENDROVĖ LAKMALIT","Kauno m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202301,"1996.46",8,"",0,"3643.53"
"43",453946,110665138,"LIETUVOS IR UKRAINOS UŽDAROJI AKCINĖ BENDROVĖ LAKMALIT","Kauno m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202302,"1980.02",8,"",0,"3581.58"
"44",453946,110665138,"LIETUVOS IR UKRAINOS UŽDAROJI AKCINĖ BENDROVĖ LAKMALIT","Kauno m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202303,"1578.11",8,"",0,"2860.67"
"45",453946,110665138,"LIETUVOS IR UKRAINOS UŽDAROJI AKCINĖ BENDROVĖ LAKMALIT","Kauno m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202304,"1312.78",9,"",0,"2694.58"
"46",453946,110665138,"LIETUVOS IR UKRAINOS UŽDAROJI AKCINĖ BENDROVĖ LAKMALIT","Kauno m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202305,"1543.36",11,"",0,"3930.24"
"47",453946,110665138,"LIETUVOS IR UKRAINOS UŽDAROJI AKCINĖ BENDROVĖ LAKMALIT","Kauno m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202306,"2077.67",8,"",0,"3854.90"
"48",453946,110665138,"LIETUVOS IR UKRAINOS UŽDAROJI AKCINĖ BENDROVĖ LAKMALIT","Kauno m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202307,"2018.44",8,"",0,"3753.74"
"49",453946,110665138,"LIETUVOS IR UKRAINOS UŽDAROJI AKCINĖ BENDROVĖ LAKMALIT","Kauno m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202308,"2019.26",8,"",0,"3752.67"
"50",453946,110665138,"LIETUVOS IR UKRAINOS UŽDAROJI AKCINĖ BENDROVĖ LAKMALIT","Kauno m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202309,"1962.77",8,"",0,"3659.09"
"51",453946,110665138,"LIETUVOS IR UKRAINOS UŽDAROJI AKCINĖ BENDROVĖ LAKMALIT","Kauno m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202310,"1956.70",8,"",0,"3650.95"
"52",453946,110665138,"LIETUVOS IR UKRAINOS UŽDAROJI AKCINĖ BENDROVĖ LAKMALIT","Kauno m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202311,"1954.53",8,"",0,"3645.08"
"53",453946,110665138,"LIETUVOS IR UKRAINOS UŽDAROJI AKCINĖ BENDROVĖ LAKMALIT","Kauno m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202312,"1380.17",8,"",0,"2569.67"
"54",562645,110679643,"UŽDAROJI AKCINĖ BENDROVĖ ""MARISTIKA""","Alytaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202301,"2024.27",45,"",0,"20544.03"
"55",562645,110679643,"UŽDAROJI AKCINĖ BENDROVĖ ""MARISTIKA""","Alytaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202302,"1948.01",48,"",0,"21194.68"
"56",562645,110679643,"UŽDAROJI AKCINĖ BENDROVĖ ""MARISTIKA""","Alytaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202303,"2256.10",47,"",0,"24078.89"
"57",562645,110679643,"UŽDAROJI AKCINĖ BENDROVĖ ""MARISTIKA""","Alytaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202304,"1857.49",47,"",0,"19657.49"
"58",562645,110679643,"UŽDAROJI AKCINĖ BENDROVĖ ""MARISTIKA""","Alytaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202305,"1911.42",47,"",0,"20245.55"
"59",562645,110679643,"UŽDAROJI AKCINĖ BENDROVĖ ""MARISTIKA""","Alytaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202306,"2782.98",48,"",0,"30001.98"
"60",562645,110679643,"UŽDAROJI AKCINĖ BENDROVĖ ""MARISTIKA""","Alytaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202307,"1894.70",48,"",0,"20505.96"
"61",562645,110679643,"UŽDAROJI AKCINĖ BENDROVĖ ""MARISTIKA""","Alytaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202308,"1877.93",48,"",0,"20300.57"
"62",562645,110679643,"UŽDAROJI AKCINĖ BENDROVĖ ""MARISTIKA""","Alytaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202309,"2008.17",47,"",0,"21233.24"
"63",562645,110679643,"UŽDAROJI AKCINĖ BENDROVĖ ""MARISTIKA""","Alytaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202310,"1885.39",46,"",0,"19501.02"
"64",562645,110679643,"UŽDAROJI AKCINĖ BENDROVĖ ""MARISTIKA""","Alytaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202311,"1880.07",45,"",0,"19016.63"
"65",562645,110679643,"UŽDAROJI AKCINĖ BENDROVĖ ""MARISTIKA""","Alytaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202312,"2874.16",45,"",0,"28992.80"
"66",453796,110682582,"UŽDAROJI AKCINĖ BENDROVĖ ""SCANDEX""","Kauno m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202301,"2653.80",26,"",0,"16158.67"
"67",453796,110682582,"UŽDAROJI AKCINĖ BENDROVĖ ""SCANDEX""","Kauno m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202302,"2533.07",26,"",0,"15412.52"
"68",453796,110682582,"UŽDAROJI AKCINĖ BENDROVĖ ""SCANDEX""","Kauno m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202303,"2725.15",25,"",0,"15903.67"
"69",453796,110682582,"UŽDAROJI AKCINĖ BENDROVĖ ""SCANDEX""","Kauno m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202304,"2686.67",26,"",0,"16341.01"
"70",453796,110682582,"UŽDAROJI AKCINĖ BENDROVĖ ""SCANDEX""","Kauno m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202305,"2808.01",26,"",0,"17083.23"
"71",453796,110682582,"UŽDAROJI AKCINĖ BENDROVĖ ""SCANDEX""","Kauno m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202306,"2923.55",26,"",0,"17781.49"
"72",453796,110682582,"UŽDAROJI AKCINĖ BENDROVĖ ""SCANDEX""","Kauno m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202307,"2949.31",25,"",0,"17244.86"
"73",453796,110682582,"UŽDAROJI AKCINĖ BENDROVĖ ""SCANDEX""","Kauno m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202308,"2945.59",26,"",0,"17936.47"
"74",453796,110682582,"UŽDAROJI AKCINĖ BENDROVĖ ""SCANDEX""","Kauno m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202309,"2875.68",26,"",0,"17510.09"
"75",453796,110682582,"UŽDAROJI AKCINĖ BENDROVĖ ""SCANDEX""","Kauno m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202310,"2689.50",26,"",0,"16376.15"
"76",453796,110682582,"UŽDAROJI AKCINĖ BENDROVĖ ""SCANDEX""","Kauno m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202311,"2667.47",26,"",0,"16238.34"
"77",453796,110682582,"UŽDAROJI AKCINĖ BENDROVĖ ""SCANDEX""","Kauno m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202312,"3494.16",26,"",0,"21305.46"
"78",453272,110691784,"UAB ""LEKRONA""","Kauno m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202301,"",3,"",0,""
"79",453272,110691784,"UAB ""LEKRONA""","Kauno m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202302,"",3,"",0,""
"80",453272,110691784,"UAB ""LEKRONA""","Kauno m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202303,"",3,"",0,""
"81",453272,110691784,"UAB ""LEKRONA""","Kauno m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202304,"",3,"",0,""
"82",453272,110691784,"UAB ""LEKRONA""","Kauno m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202305,"",3,"",0,""
"83",453272,110691784,"UAB ""LEKRONA""","Kauno m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202306,"",3,"",0,""
"84",453272,110691784,"UAB ""LEKRONA""","Kauno m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202307,"",3,"",0,""
"85",453272,110691784,"UAB ""LEKRONA""","Kauno m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202308,"",3,"",0,""
"86",453272,110691784,"UAB ""LEKRONA""","Kauno m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202309,"",3,"",0,""
"87",453272,110691784,"UAB ""LEKRONA""","Kauno m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202310,"",3,"",0,""
"88",453272,110691784,"UAB ""LEKRONA""","Kauno m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202311,"",3,"",0,""
"89",453272,110691784,"UAB ""LEKRONA""","Kauno m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202312,"",3,"",0,""
"90",56460,110756584,"UŽDAROJI AKCINĖ BENDROVĖ SETTA VILNIUS","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202301,"1051.81",7,"",0,"1714.20"
"91",56460,110756584,"UŽDAROJI AKCINĖ BENDROVĖ SETTA VILNIUS","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202302,"1158.71",7,"",0,"1882.81"
"92",56460,110756584,"UŽDAROJI AKCINĖ BENDROVĖ SETTA VILNIUS","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202303,"1055.30",7,"",0,"1665.53"
"93",56460,110756584,"UŽDAROJI AKCINĖ BENDROVĖ SETTA VILNIUS","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202304,"985.76",6,"",0,"1308.14"
"94",56460,110756584,"UŽDAROJI AKCINĖ BENDROVĖ SETTA VILNIUS","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202305,"1074.33",6,"",0,"1437.13"
"95",56460,110756584,"UŽDAROJI AKCINĖ BENDROVĖ SETTA VILNIUS","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202306,"1011.33",6,"",0,"1356.73"
"96",56460,110756584,"UŽDAROJI AKCINĖ BENDROVĖ SETTA VILNIUS","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202307,"998.60",7,"",0,"1574.89"
"97",56460,110756584,"UŽDAROJI AKCINĖ BENDROVĖ SETTA VILNIUS","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202308,"1165.24",7,"",0,"1851.22"
"98",56460,110756584,"UŽDAROJI AKCINĖ BENDROVĖ SETTA VILNIUS","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202309,"1155.20",7,"",0,"1835.98"
"99",56460,110756584,"UŽDAROJI AKCINĖ BENDROVĖ SETTA VILNIUS","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202310,"1144.14",7,"",0,"1816.47"
"100",56460,110756584,"UŽDAROJI AKCINĖ BENDROVĖ SETTA VILNIUS","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202311,"1142.69",7,"",0,"1813.99"
"101",56460,110756584,"UŽDAROJI AKCINĖ BENDROVĖ SETTA VILNIUS","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202312,"1128.39",7,"",0,"1794.32"
"102",272513,110769998,"UŽDAROJI AKCINĖ BENDROVĖ ""GENMAK""","Šiaulių m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202301,"1315.88",20,"",0,"6182.93"
"103",272513,110769998,"UŽDAROJI AKCINĖ BENDROVĖ ""GENMAK""","Šiaulių m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202302,"1180.79",21,"",0,"5837.86"
"104",272513,110769998,"UŽDAROJI AKCINĖ BENDROVĖ ""GENMAK""","Šiaulių m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202303,"1239.68",22,"",0,"6405.68"
"105",272513,110769998,"UŽDAROJI AKCINĖ BENDROVĖ ""GENMAK""","Šiaulių m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202304,"1241.72",22,"",0,"6474.41"
"106",272513,110769998,"UŽDAROJI AKCINĖ BENDROVĖ ""GENMAK""","Šiaulių m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202305,"1363.83",22,"",0,"7030.85"
"107",272513,110769998,"UŽDAROJI AKCINĖ BENDROVĖ ""GENMAK""","Šiaulių m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202306,"1259.71",20,"",0,"5982.68"
"108",272513,110769998,"UŽDAROJI AKCINĖ BENDROVĖ ""GENMAK""","Šiaulių m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202307,"1264.52",19,"",0,"5709.56"
"109",272513,110769998,"UŽDAROJI AKCINĖ BENDROVĖ ""GENMAK""","Šiaulių m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202308,"1249.14",19,"",0,"5628.43"
"110",272513,110769998,"UŽDAROJI AKCINĖ BENDROVĖ ""GENMAK""","Šiaulių m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202309,"1274.34",19,"",0,"5756.67"
"111",272513,110769998,"UŽDAROJI AKCINĖ BENDROVĖ ""GENMAK""","Šiaulių m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202310,"1325.52",19,"",0,"5984.47"
"112",272513,110769998,"UŽDAROJI AKCINĖ BENDROVĖ ""GENMAK""","Šiaulių m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202311,"1305.73",20,"",0,"6206.40"
"113",272513,110769998,"UŽDAROJI AKCINĖ BENDROVĖ ""GENMAK""","Šiaulių m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202312,"1200.07",21,"",0,"5975.13"
"114",51795,110785664,"UAB ""GRETSCH-UNITAS BALTIC""","Vilniaus m. sav.",467300,"Medienos, statybinių medžiagų ir sanitarinių įrenginių didmeninė prekyba",202301,"3004.78",16,"",0,"11489.21"
